index	return	risk	AAPL	COST	MSFT	NVDA	SPY	TSLA
39	0.038400369069716854	0.06078968374897152	0.14309671209474925	0.2154606865519625	0.0	0.36240934181669576	0.2369231228723578	0.04211013666423479
40	0.03889603794395399	0.06159665944881908	0.143802176633832	0.22001719525183275	0.0	0.3717455268226756	0.2200518836963267	0.044383217595333035
41	0.0393917068181747	0.06240678998301489	0.14450766536612716	0.2245737280028994	0.0	0.3810817110859311	0.2031805992383539	0.046656296306688605
42	0.039887375692362496	0.0632199540690024	0.1452131516172615	0.22913027024349894	9.952637130238029e-21	0.39041789387429104	0.18630930887560448	0.048929375389344124
43	0.04038304456658239	0.06403603614196285	0.14591863126403143	0.23368682711808658	1.5585406229479126e-19	0.3997540739594226	0.16943801095916156	0.05120245669929791
44	0.04087871344081957	0.06485492604919674	0.14662409774720447	0.23824334589167823	0.0	0.40909025799892906	0.15256676210316972	0.05347553625901843
45	0.041374382315015175	0.06567651876195832	0.147329608476169	0.24279990560704348	0.0	0.41842644031196363	0.13569542726790979	0.05574861833691412
46	0.04187005118925235	0.06650071410382834	0.1480350427006926	0.24735644297116605	0.0	0.42776261920020914	0.118824197374379	0.058021697753553314
47	0.042365720063447965	0.06732741649375039	0.14874056217263287	0.25191296000895086	0.0	0.437098807958845	0.10195289190541139	0.06029477795415999
48	0.04286138893766437	0.06815653470436855	0.14944603217103866	0.25646950785957257	3.263194429297191e-19	0.44643498843638796	0.08508161285150455	0.06256785868149609
49	0.04335705781190585	0.06898798163359472	0.1501514890633151	0.2610260634791997	2.692505981084607e-19	0.45577116674025675	0.06821034090158526	0.0648409398156432
50	0.04385272668612228	0.06982167408923647	0.15085697965175646	0.26558256766210037	0.0	0.46510735488211896	0.05133907974267739	0.06711401806134693
51	0.04434839556030573	0.07065753258597524	0.15156242544443027	0.2701391184460923	8.385626177817573e-20	0.47444353278340756	0.03446782357375566	0.06938709975231432
52	0.0448440644345585	0.07149548115407116	0.15226792926328384	0.27469564273839575	1.1180834903756764e-19	0.4837797191640434	0.017596528029958525	0.07166018080431857
53	0.045339733308746334	0.07233544715786566	0.15297341757539307	0.27925219534000945	0.0	0.49311590127799815	0.0007252300562172319	0.07393325575038195
54	0.04583540218297251	0.07318025186416362	0.145212181201402	0.27646116995479453	0.0	0.5027351630710328	4.0043482581447053e-19	0.07559148577277074
55	0.046331071057185765	0.07403310776097075	0.13707719284631403	0.2733323235169107	0.0	0.51236874576937	0.0	0.07722173786740523
56	0.046826739931424374	0.07489374552916289	0.12894222390604368	0.27020346236888126	0.0	0.5220023331076591	0.0	0.07885198061741586
57	0.047322408805599514	0.07576189996824026	0.12080725389132814	0.26707460337145383	4.859851534871548e-19	0.5316359201681229	0.0	0.08048222256909512
58	0.047818077679857164	0.07663731563029912	0.1126722727488828	0.26394575072092724	2.70097631055715e-19	0.5412695046019912	0.0	0.0821124719281988
59	0.04831374655407356	0.07751974651671252	0.10453730296365363	0.26081688718808893	4.446922973085077e-21	0.5509030917822424	1.028086239729907e-19	0.08374271806601503
60	0.048809415428274085	0.0784089557754468	0.09640235392191891	0.257688008145793	2.3420460991581404e-19	0.5605366839159512	0.0	0.08537295401633681
61	0.04930508430246509	0.07930471539802345	0.08826736381544525	0.25455916884349544	6.811203687108643e-19	0.5701702661100339	0.0	0.08700320123102542
62	0.049800753176703697	0.08020680591900237	0.0801323861645675	0.2514303102358098	2.2149911570699954e-19	0.5798038514264003	0.0	0.08863345217322235
63	0.0502964220509201	0.0811150161183302	0.07199741586835792	0.24830145097413175	0.0	0.5894374384275575	0.0	0.09026369472995285
64	0.050792090925136486	0.08202914272874755	0.06386245141712668	0.24517257964114952	5.039846036163087e-20	0.5990710269375727	0.0	0.09189394200415105
65	0.05128775979935288	0.08294899014778495	0.055727483144498914	0.24204371571115785	8.427977825180288e-20	0.6087046144682864	0.0	0.09352418667605689
66	0.05178342867356929	0.08387437015590188	0.047592517117994275	0.2389148489590372	1.2013044774434115e-18	0.6183382025521724	0.0	0.09515443137079613
67	0.05227909754778566	0.08480510164105086	0.03945751675739578	0.23578602243139374	0.0	0.6279717822230703	0.0	0.09678467858814017
68	0.052774766422002066	0.0857410103301595	0.03132256939915197	0.23265713440769087	0.0	0.6376053748725015	1.0164395367051604e-18	0.09841492132065574
69	0.053270435296221615	0.0866819285278825	0.02318758884681014	0.22952828970493203	0.0	0.6472389593233232	0.0	0.10004516212493468
70	0.05376610417043485	0.08762769486284044	0.01505260668128584	0.22639943663494516	0.0	0.6568725435292198	1.4058629342053252e-18	0.10167541315454937
71	0.05426177304464806	0.08857815404164279	0.006917649701379962	0.2232705526921386	0.0	0.6665061339264731	1.9937832089386145e-18	0.10330566368000836
72	0.054757441918948185	0.08953320789036628	0.0	0.218821168062823	7.995991022080596e-19	0.6764364546375378	5.725942723439071e-19	0.10474237729963935
73	0.05525311079257583	0.09049555326165794	7.860465750519907e-19	0.20686759146281708	1.0842021724855044e-19	0.6880530204875343	0.0	0.10507938804964867
74	0.05574877966761113	0.09146658096102642	1.2739375526704677e-18	0.19491402159455765	0.0	0.6996695862712473	1.1926223897340549e-18	0.10541639213419504
75	0.05624444854100862	0.09244601739258872	0.0	0.18296044347511026	0.0	0.7112861521382263	0.0	0.10575340438666346
76	0.05674011741604392	0.09343359812442426	2.1141942363467333e-18	0.1710068736912367	1.24683249835833e-18	0.7229027179207008	0.0	0.10609040838806237
77	0.05723578628944141	0.09442906762042967	1.8973538018496323e-19	0.15905330298025727	1.3010426069826051e-18	0.7345192836789748	0.0	0.1064274133407679
78	0.05773145516366982	0.09543217901858696	5.78692909564138e-18	0.14709973278619035	0.0	0.7461358494488437	0.0	0.10676441776496598
79	0.058227124038383545	0.09644269386570022	1.9780618142164317e-18	0.1351461580207071	0.0	0.7577524152969913	0.0	0.10710142668230155
80	0.05872279291290949	0.09746038187343674	4.3184138474800635e-18	0.12319259113177163	1.463672932855431e-18	0.7693689810252315	0.0	0.10743842784299691
81	0.0592184617871259	0.0984850206717286	0.0	0.11123901308706996	1.3552527156068805e-18	0.7809855469100162	0.0	0.10777544000291385
82	0.05971413066052337	0.09951639555992352	0.0	0.09928544175765626	5.421010862427522e-20	0.7926021126773641	2.168404344971009e-19	0.10811244556497954
83	0.060209799535558675	0.10055429926921022	0.0	0.08733187803659218	0.0	0.804218678370879	0.0	0.10844944359252887
84	0.06070546840976307	0.10159853170461242	0.0	0.07537829916413813	0.0	0.8158352442675318	6.2849844686269085e-19	0.10878645656833008
85	0.061201137284003476	0.10264889972441904	2.1684043449710093e-19	0.0634247324474318	1.1384122811097798e-18	0.8274518099866544	4.336808689942019e-19	0.10912345756591392
86	0.06169680615738895	0.1037052168959201	1.4365678785432934e-17	0.051471153819089614	0.0	0.8390683758608226	1.1384122811097797e-18	0.1094604703200878
87	0.06219247503161737	0.10476730327572471	4.6349642873755315e-18	0.039517586041702475	0.0	0.8506849415952317	0.0	0.10979747236306575
88	0.06268814390583376	0.10583498517491319	0.0	0.027564009441393124	1.5178830414797062e-18	0.8623015074588222	0.0	0.11013448309978471
89	0.0631838127805475	0.10690809494881671	1.0827289638145475e-18	0.01561043921427713	0.0	0.8739180732403784	0.0	0.11047148754534447
90	0.06367948165426654	0.10798647077670721	0.0	0.0036568696755252717	7.589415207398531e-19	0.8855346389888745	0.0	0.11080849133560017
91	0.06417515052898028	0.10907829660144705	0.0	4.5358314730989674e-18	0.0	0.8970294668113741	1.0256384038866224e-18	0.1029705331886259
92	0.06467081940319667	0.11020758603075208	0.0	0.0	0.0	0.9084706371656659	0.0	0.09152936283433405
93	0.06516648827741307	0.11137478624773638	0.0	5.020200011938813e-18	0.0	0.9199118075199578	1.29238322958159e-18	0.08008819248004222
94	0.06566215715162946	0.11257871809753077	2.1503094588786817e-18	0.0	0.0	0.9313529778742495	0.0	0.06864702212575054
95	0.06615782602584584	0.11381821598052137	1.76648518393699e-18	2.7057969721486793e-18	0.0	0.9427941482285409	0.0	0.057205851771459
96	0.06665349490006225	0.11509213080504209	0.0	3.1848348020764768e-18	7.743264048179175e-20	0.9542353185828332	3.4072161559899653e-18	0.04576468141716682
97	0.06714916377427864	0.11639933256360276	0.0	8.356819823011742e-19	0.0	0.9656764889371247	1.5902642095140845e-18	0.03432351106287532
98	0.06764483264849504	0.11773871255033522	0.0	6.143391568779203e-20	5.041299289101766e-19	0.9771176592914166	0.0	0.022882340708583485
99	0.06814050152271144	0.119109185239929	3.534417712610511e-18	0.0	0.0	0.9885588296457084	0.0	0.011441170354291636
100	0.06863617039692782	0.1205096898501525	0.0	0.0	0.0	1.0	0.0	0.0
